Id,target,pred
0f2ff6806332987a28b896cc96d8b569,0.37,0.48272970217391303
0f7c6244f74d8396d2cb75c10c366114,0.35,0.2830810552173913
0fa85030c7889a1558553e8598080c19,0.03,0.26343304130434786
0fe05fe8e4a2e135bbb77175fc225282,0.47,0.5228536882608694
0fe8e286648ac6cfde1c1aca97831e19,0.29,0.2368960182608696
10004d26b08325df2d4787b44fd8e6bb,0.53,0.3391325565217392
105b5c5dd082da3221769c07d8c33d92,0.55,0.4214928669565218
10daaa2d13b47d3426a2a9ffcb5efe7b,0.65,0.3526239808695652
116143d6789c0ba282688b00d848841d,0.28,0.3941278891304348
1174178816648eec4473dff8d35ead04,0.87,0.571756114347826
11a59a38ce928cfc285263455d61797d,0.89,0.44756283956521736
11ce4283c644cbf6e8bd26f6b8990104,0.35,0.3137419339130435
1200988e60ba9f2b00f763942c6948d6,0.36,0.4421386726086957
121e00b4c50eb5e2ceafd7c691c1d2c4,0.23,0.2672915256521739
12306a893d396ade1351dfe6318291a4,0.22,0.2857294508695652
1283a8d8d6ddf18e197b87086772c826,0.26,0.3214801273913044
1305cfa87233ca768c0d7decf0c3115d,0.62,0.4829101560869566
13122ac07a297d499ba53287ddd709a5,0.24,0.24293584391304346
13366e483162049ead195780d5e04778,0.29,0.28231148130434786
13f634a4e8cde2e97338e97805dcd36a,0.45,0.31592858347826086
140ed126781a6386c7204c6601a264b8,0.45,0.3234173313043479
14417336de58c9160fd7d0c14fce9e62,0.59,0.6299040430434782
149039f0a3bd877ec1cc6c239b04c899,0.02,0.3726859726086956
1495565c775a7a154027ddf783c675a8,0.23,0.2762185808695652
15255f741b118a8ec30e692a8c06268f,0.45,0.34953507086956515
15745e69fd34b7033ec385c0403a50d3,0.06,0.581744647826087
15a96da76a50d597c051e292ae646d26,0.22,0.31076978478260875
15f3334e388232fad7f24055791b2cd1,0.28,0.26775857652173907
15f7cde7ed93092bbd02dcd9cbf69e61,0.3,0.25364087826086956
160433556b4c25e34757a83c1b2ad22e,0.33,0.3015242865217392
16857226b927e6e8a801bf3bf34e1022,0.34,0.2324855634782608
16a119b307ea1756ed3f06372ba9f979,0.48,0.39940344782608694
16a40a7df748b9ddf34010fadb9518b6,0.02,0.39113451173913044
16cd961736d0483f8dd56c7cbde84fcc,0.1,0.31516431739130435
16df6e9a3fa7493b67fb51ccc05e4ab9,0.25,0.3844471786956521
17415a39725d55a1fa2edbb6a2d6ab41,0.3,0.33964206999999996
174499e14528918c5bcc3475b0ef58a3,0.41,0.3120860217391304
17674afb303e65c3ae9c165d556f390e,0.36,0.40205714826086947
1767c30d376cf6333bcb14189122d57b,0.19,0.2480840269565217
17e709d97c4d46256bb0f6af7c30bc23,0.76,0.455407182173913
18254fb0566a4b094d93e90d37fc09eb,0.5,0.2810430095652174
188070740efcb650f143287b36c07fef,0.47,0.459079908695652
19190da7b6c377ba0e766c021ed74cf1,0.31,0.423976732173913
191a55d9d4dcf2f39df0f6e0c31ad43f,0.02,0.4658203126086956
19397cb9e09fda966396e6036a099985,0.29,0.3041779882608695
19460b81b5a474ee8869ae13ad21aba1,0.35,0.27729598347826084
1971cfc517a80870039ba85a4fc0eda0,0.29,0.33821968391304347
198114b4ec9512f42d970ea8568b3357,0.21,0.2925547734782608
199b6e37ebf74285617461c0e37e1eb2,0.28,0.2893172569565217
19a6debf00439bcb1090c85125f70b29,0.33,0.24920388956521733
1a9c6d4ac6652b8222729a246efd142e,0.33,0.5479258682608695
1ac0fcfec7cbef0da0101890a983ccae,0.21,0.26331627913043476
1ae7b75fa043600469876abd2121952f,0.43,0.554591966521739
1afc041f7c248cd10aa18827c4cde637,0.34,0.26472804782608694
1b01e5d121fda4e3cdcab35a24697e16,0.1,0.427352242173913
1b076637777f989a69ef4532089652e1,0.41,0.37881071695652174
1b25d9083f80857b1671c6d7599d395d,0.57,0.49445907086956514
1b4bba5080b54db2de61372a2d4687a6,0.71,0.43344514086956526
1b91658901bc269eca5c65e85192cf45,0.34,0.5023352591304348
1ba794025a60d91b83b6fa9a5f11d589,0.18,0.34319803043478253
1c213da33ea72fd804944bb586dec59d,0.83,0.6906632095652173
1c4b612f72a96f86fb0ec97322412822,0.42,0.48393979130434783
1c61b290bde3d17223a689797b30d999,0.24,0.3419454826086956
1c7682f553e3b0e61d641f6572e08bec,0.46,0.5167713973913043
1c8f0cf296057c1caa69cb44112cc00b,0.38,0.5291164217391304
1c945c90ea7a06d9f05c892420503549,0.29,0.309618077826087
1ca42d14896ce3d94826b310e9589d39,0.7,0.41289487347826076
1cc4919a5f841b3dc74165ae39f29df1,0.51,0.4309294330434783
1cdc58b18edf2dee63639ef087eb73d4,0.81,0.593198032173913
1ce83b20490eee264ef2a79077b519c3,0.18,0.35974651826086956
1d4105ec87781a0352c9bcb3817880f0,0.24,0.31470788086956514
1da0720897b2123a94e473dd1bb58e1f,0.27,0.28110139260869565
1db6a3a3140691c34097acdf09219467,0.25,0.284397292173913
1e11a33d3f9c3f043f94a8eec3665ff1,0.25,0.32012143521739134
1ea663df85a2eee0b2b4b5416677cb25,0.34,0.3445991865217392
1fec169934876adaa0f6f95b56540361,0.41,0.286376952173913
205be2d8e887f2fabe6ef8cd7ae122d1,0.39,0.3187308952173913
207036efc5c6ca499387921e3a37ce1e,0.22,0.3953167473913043
208ebe3d3826d7552cac0aaabe6201c2,0.19,0.24836532043478263
20d17c068d0be47b689cf3bc48ce335d,0.23,0.2553020969565218
20f312ce199c281310cce38577d644eb,0.59,0.4686438504347826
2137fc5dfde3a06a4f9b0b159f24119e,0.31,0.36557404739130434
214c7636de0fcbe5bfb1aa3f785e42f9,0.36,0.25676694217391294
214d6df99d68872bffbaf2af939b4f18,0.32,0.25641134608695654
214f998860f6d2176fad652e2695532c,0.28,0.3199622086956522
216c9c05cde135d7e7b474c03e13beef,0.39,0.41035793260869563
21788e0949c62ab368ea461dbc0e1eb6,0.29,0.277832032173913
2185a7cdc6f4a1f9dbd617c1f3478b74,0.03,0.3277640960869566
21ad381c0421c30b1ce3f4e8ecf87223,0.81,0.44047214434782606
21ed8e5f5b0dfc7b40b678234c50b579,0.2,0.3556492030434783
21f2cad90c74905c1793929bdbbcf129,0.36,0.5299656099999999
221b2b852e65fe407ad5fd2c8e9965ef,0.37,0.37392790304347834
2269fb644034eeda0439026cbfc55f24,0.47,0.5333835765217391
22d14698a4a18ab79db253713c298a05,0.05,0.4369692586956521
2325e3d12a8dd34dcb136bdda12f059d,0.29,0.2867325473913043
233b6817bade6a6026221198bcb34852,0.25,0.2564378804347826
2352855e6c6fda783f78bf6bcfd25c93,0.52,0.3065344756521739
236f6126b8f9b4b2f6bc8b217fda0392,0.36,0.3537066913043479
23849fe80dea8d3b969889e02c414046,0.3,0.3692892317391304
239536b05821e475171b00ef744501ed,1.0,0.37542459173913045
23fcf5a7f377548bbb37a32d29380102,0.24,0.3971318786956522
2408f7180877906d1122231148c576c8,0.28,0.3402789573913043
2443118b14c0dcdc38c5d3709a377776,0.2,0.23897651956521737
246e44bcff8067ad93f4244d17ce3d35,0.39,0.5175993530434781
24a64e06ad889926d95592066994b6cc,0.66,0.743779723478261
251114dfea54357547b2777150d12158,0.39,0.3347167956521738
2531d4bd052f3f6a415547c803b4b653,0.52,0.5296047017391303
2559b01592e9d1de020f43e3bdcdcaec,0.58,0.7511251682608695
25a40127da473624680bf09c9daec880,0.34,0.4108674417391305
25e3bf4267c2dc3f579b779418221bb7,0.25,0.41255520043478255
26036ccdf68188a0653173c4da5bd0b6,0.36,0.4500467052173913
26481a766641849cefe220bbd826d9d5,0.66,0.6553158969565218
26d6f1fa2054b5c1d24f2a168758ba4f,0.6,0.27437691086956517
26e967e8c8366e62fc2215abc6ee54e8,0.37,0.34458857
271b6f2cb08cd8d795559403c3f8cd1b,0.93,0.7020422895652174
274f31c973d10e4cdad46c86b463565f,0.63,0.44697902521739125
2757c5b3109466cb11bad0e5bd2919d2,0.41,0.3744904886956522
2768fdfcb165f519fed4eaab7a9339ee,0.2,0.2971509856521739
278744bc8ab35225f7a6aa46b97c0dd0,0.21,0.3879606830434783
2894b01f12645d49d6406cf97a710aa1,0.77,0.7581946313043479
2898e2e91b05befd9c821d7b32225d29,0.83,0.5448475682608694
28b1500bc77205e94d389e0d5bf434d1,0.11,0.27026898043478265
28b74ef444820a34f4a8abb1316425cf,0.22,0.3269467552173913
28c63b0a69f7123161ae005deb876f64,0.26,0.3220639456521739
28cde610271c7d4979416765664e16e5,0.23,0.41062330130434777
28d4cd4874803b7ffb36e35f6bb52fcb,0.24,0.3846594752173913
28e74535e42bf9bb5cec952714678c16,0.37,0.2422618013043478
28fe825fd60789c1dc451c348e454eab,0.43,0.3817934791304347
29427620200e41f071f3efad4fe07e53,0.23,0.2588049847826087
295a16e53e9856d9c32061967a97162d,0.44,0.45111879869565213
29d20f29c05d0e21ca90b9e52b5cf47f,0.32,0.35584026956521736
29e6c6dc75b1e758bf859d9266be7e85,0.27,0.34724227434782606
29ecb984b9a9ccb24c8697ccdb8bc857,0.26,0.35374915173913046
2a453dc36321a8307b70417c95741b40,0.49,0.25989831173913036
2a4772ed1212f0bbaaab491771d0f6b3,0.29,0.5102008304347825
2a728ecc560e534dfc769bc8b9a0ea82,0.13,0.273851477826087
2a733f2ec3ea62ec9c4259266e1b4767,0.51,0.3764966873913044
2a8409a5f82061e823d06e913dee591c,0.23,0.37635869695652174
2aa8117d6b9d7251842c33805f2f659f,0.09,0.4691745939130435
2ae95d7edd51845adadf67043ed4d9d5,0.32,0.3330184269565217
2c20e52a1ba03e768d9d5d60027e602f,0.58,0.4244119391304348
2c26e832aad28adead9e542ca0c8eb1f,0.25,0.3093049439130435
2c2b2d98e3941e3a81485a74199da16b,0.49,0.3521038569565218
2c6475827838b8d464213adeda4bef39,0.31,0.6604959256521739
2c98b8a0e1deedffdf834fd748cf74dc,0.4,0.35019318956521744
2ca8f7f28ca7ae8bb7791376590c44da,0.33,0.38560419478260877
2cd654f1599b1bbb56999fb79300a749,0.34,0.2614958386956521
2ce6c3fc9a7e584ffe554443ed876d3c,0.15,0.29483695652173914
2d052af8d0c79da845f024ac49681030,0.38,0.3135614804347826
2da79c8b00e1ff5bc8d97eba56cf3084,0.31,0.32694675739130435
2db069b349e75dcf08e32f6442d0a05f,0.27,0.28330396521739126
2db9ae6b725f7d2f9ccc8cceabbff99e,0.45,0.28972061782608693
2dc217929e9e4c0bc17d67c3aade3567,0.22,0.28742781869565215
2dcf3364aa5767b640c72ce21f1730c5,0.22,0.2671429173913043
2e1cf734bd7008634dcf42e57a928846,0.29,0.42854109956521735
2e7d1e0e2fcf4b5a1fc533f2e0d7ca10,0.29,0.38469132086956526
2e9c4ebe736608f559170d5716c517bb,0.82,0.5005519726086957
2f6d806ef8b0a520f6bf02e5288c0ad7,0.26,0.30911387521739125
2fae7fce82368e49c7068298bf32fccb,0.27,0.6419624639130435
300142daf7f35a750ce14800942477d1,0.3,0.2665962556521739
30285f5f16d1776b73ab88068aa7791e,0.2,0.31582243304347835
30486a7dbcfeed421748d740559aba03,0.37,0.28748089434782603
30659cea218fd6218b6c5d80a3ab628d,0.27,0.2788351304347826
317d421173295114d0078880da449802,0.27,0.33733865434782606
318e62fbef5395cfc0f2f1807c3de5c6,0.3,0.32984460086956524
3199365aa4c28af71300e26bb60df6ca,0.39,0.2773278278260869
32201c544db2524f34431853ea41251c,0.6,0.4669560965217391
32f40ecf08f5348c31c9f7a2f9b10740,0.32,0.35626485956521736
32f4f6afaae9f0633ffd11d3e8589689,0.45,0.34512992608695653
32fb50499ca324b5b49ac5b00a63a923,0.18,0.4140837304347826
334c02e807901868e8d7a798b3d3118e,0.27,0.31366763
338aa2ee36bbfe2d8421397695bbcb4e,0.14,0.4481891117391304
33e059e39209d905537ea07c141147cc,0.31,0.2560982082608695
34658f9bd60af7c8ea8a516ce7bc6aa8,0.29,0.2984141473913043
34bb36fa61bf549740ed71c002e2c92a,0.57,0.5171323021739129
351c40c24f4898012adffa401a4b776b,0.34,0.35791015565217393
3549a4f097cd4e03ab1f0b3cc14c436a,0.62,0.6122940791304348
3557b34de33d07a365e729dcad58d744,0.72,0.4256963317391304
35a38adcd52971ffe32b0703dbed41e6,0.62,0.37938391608695643
35e934589448cfef6a340dd70cfeb533,0.25,0.30685292
361f9c83f63233c8ca33aaa46325699d,0.44,0.5080566452173912
363149488f8d5cc400757063e5308383,0.15,0.3548530913043478
36481d074e3298124c4d9cf0b43ec358,0.29,0.2552224873913044
367babf8d0f3ce0759e3ce70a2c6dd84,0.26,0.34442934826086957
36c25d625e9c619ac05f8bb7118878b9,0.32,0.38582710478260873
36ca36d29443580d5dc4f72e1e752e17,0.74,0.4277768352173914
36d0ae3e257fa3f6ea45f094d471f7fa,0.41,0.3897652017391304
36e737146cadf7efd80eb95680e7dc86,0.24,0.31306258608695653
3720cbfae91cf23bb00f55ffda28e920,0.49,0.5445503539130436
37501a8c83cfe9dd7ee74bfabf731f3e,0.42,0.28157905826086965
37690fef28043b1ddb8c5a369f630213,0.29,0.2621911091304348
37b05b5a38ceab6779cb14c5c1f11281,0.21,0.284933337826087
3846ad0a2ff482281c3cdfeb4c2c9ba9,1.0,0.6518979239130434
386dde10148f659391f611b0320b8af5,0.75,0.515274712173913
388b92e9e2f15c46697db485c4964367,0.47,0.33458941826086963
38ab8d0e65303252f3e6b2a4fd554619,0.29,0.3630264969565218
38cdc8eedf606d9d21891a367e2de5eb,0.26,0.35309103304347833
39218f8192561dbb2cb7a916308193be,0.44,0.3995414417391304
392a0e61225df1d8f086d249309f5c39,0.19,0.41818104608695655
392a53c53868a8d9314efa8dc06b9a3b,0.57,0.38638969043478266
39f16945bf489d024d14ed8fba835fbe,0.24,0.4303031582608695
3a2f55c9d47576cf671b309fa9587b3e,0.38,0.29797894043478257
3a56dffdeeed88233db447d9e17f771c,0.22,0.3715395704347827
3a6eed066e37f7a12ec510815cabf021,0.35,0.46082073608695645
3ac83c0c6d206ef36727a404f090b2f7,0.23,0.2630243708695652
3adcf825ff2ad680bd03df4b188e1974,0.21,0.3130307382608696
3ba8791f66b6b206b1f1362b5fe7b620,0.24,0.2688359786956521
3bff273d20f9db751aac24e77213f6ab,0.17,0.2305536691304348
3cacd515f38a9429d571ae6e5948c0d0,0.35,0.3608079973913043
3cbc5b96f433f5819426380603dd203c,0.34,0.2914826773913043
3cff8252f3156d422dc67ee7f41d223b,0.35,0.3045919656521739
3d5ac3a8f63e2a41ab8e7c5b490d3736,0.71,0.34709366478260867
3e14822659c35950748e14e948a15240,0.49,0.4411302647826087
3e1ce0b7a7aff8849d248e8ce5ca8707,0.2,0.29666801043478264
3e2e07e71ca29ab6c36a1f1a7dde8f0f,0.26,0.3378800100000001
3e37bdaba998031864c1e39c7ad89830,0.47,0.39374575478260876
3e3ec6160b62f74d1149008845b929e0,0.96,0.5003927447826088
3edb6304228159af667deb11d12251fc,0.21,0.4074813213043478
3edf4c57b6e2eb47187d3bc966093de2,1.0,0.6104577117391304
3f8871bc0133f43eab27d7e2aabd90df,0.45,0.2684591539130435
3fb58e88b3bfd9c0693cd073e9a56125,0.28,0.315647292173913
3fc6c3112788b1d6e5aec7b4ea3b454d,0.25,0.26336935260869565
3ff116d3d6a5a14a6f82d0377f6e0452,0.32,0.30197010913043476
40305152a8d2827d92de2e90e7c5dfda,0.51,0.37544582391304343
404e0c795879d658dd6fe3b46eb0afbe,0.47,0.33860181608695655
406bc5e91ace6f8be62b20ca760c1536,0.34,0.3952424399999999
4076695aab0270e2de160ee92ec196db,0.34,0.3367866843478261
40c9d15d1ca581961d832f8b2439c563,0.22,0.3371263578260869
4111d72207648fe80aab0b5ec58a62e2,0.27,0.2869501517391304
412031990bb3981d12678b345420d49a,0.34,0.2876666517391304
41fcd09830eb4e53bdaf6989e61225bf,0.12,0.3058232860869565
42a60ba05a136a47b41cb98de29ed73b,0.3,0.340209962173913
42ac7bc64d24cc31fe5dc52a5d423ec6,0.32,0.30305281913043486
4353519ebac879d599752546ec4df7a5,0.56,0.42744777478260876
43be27188c709cba159ab46d10a4d4ec,0.26,0.46228557913043483
43d494b3cb0c63b2b217f3bac0a69774,0.4,0.5147864286956522
44813848352d5b86ac6d854c278c5200,0.25,0.2995180895652174
44c37adcd806417a21140b82b6018d7a,0.23,0.23654042000000003
44fee8158852578264a9ac7b146a9135,0.84,0.3235818617391305
450956cf198391dea1debec11bb554d0,0.35,0.38596509913043475
456f3faabb2abad0ed5b443b7b0db10b,0.59,0.3463718591304347
45dfdf56537d566a6ae0284af045eeb1,0.36,0.589482845652174
462ed91ea39821fccc75a9aa1223ebc0,0.02,0.513533885652174
466a58ea28149cbe13d96e55105e4b29,0.24,0.28655209695652173
46a9243003c2603d4e406f879ebe77c8,0.19,0.3929496434782609
46c8e9e57a098465dc9e349b794d844d,0.32,0.35228430565217395
46d625de82fc4d08c5ed4aa2c8ccf7b8,0.32,0.21150539260869566
47337dba4334bffdea91b8b3f1ae9ada,0.31,0.34008788913043475
473977db1cdc42b1e371cc330b8a8b9f,0.61,0.4843643873913044
478bffbd13ecf2dbccb4fae50220b75a,0.37,0.3631326426086956
47db2ae009656c7877407dfac9f3a49b,0.83,0.5176948882608695
47f948672cbf1d9e12f92eabd43e41d5,0.39,0.4432319973913043
480fa5b5edfd2e9b61a48ee99ea91f84,0.64,0.6241720426086955
481a42d592745b05dcdc8496b0608484,0.22,0.3303541108695653
48522c1250234ebca90d50e84ef89c42,0.37,0.3735563869565218
4861ecf5bd3da2312e17c0834e4f9fd6,0.72,0.3867293639130435
48a4c5b9eba2d514d6f6f79a2b36cd0f,0.43,0.4240191904347826
48c7992da60e137e7b86765c756907d3,0.22,0.33248768608695645
48d53aeabee4f92f77eee3a323343c77,0.4,0.3360861108695652
4949e4840cdd94e41109f50bb20f7266,0.32,0.3174677286956522
4a777b59f5c51de5f8cffa580a89d8ce,0.34,0.26291822304347817
4ab88f27a0bde7b64c1ec9c38f8ef7cd,0.57,0.3713166626086956
4abd5fc7c6b5db63bd1dc45788c4e6d5,0.35,0.46335767826086954
4b0f197f8fa07580f1fc5da314920eca,0.37,0.5106891156521739
4b611f07fb0d2850af18fb212e6d79fa,0.65,0.35429050739130435
4ba1529e4ca691d68ee05f69d3416bf3,0.19,0.3482400652173912
4baf95868385de5c7746297c54a7ce33,0.47,0.5499108365217391
4c096682359dbe62b1c4de93e1a72946,0.28,0.29061226173913046
4c1d7b74fd158c92b534b458b99445f8,0.48,0.2887334413043478
4c20fd8573233d5b293d33888bb822c7,0.35,0.705523946521739
4c6d4720d4ae174bcc87cab74470aee5,0.34,0.33624533043478266
4c7572530ea1fc342e12e281eb3c9911,0.7,0.5404530417391303
4cb6e46e1527b21cfa9d6f6715def300,0.51,0.4009956691304348
4cd97076628706316197b283f8ec82f7,0.23,0.3387398082608695
4cf0fb5a2466525496070135154127f3,0.47,0.29790463521739124
4d7696032afb4f5b6ee3bc5d41148ce0,0.39,0.4910517173913043
4e13731117981583739f65ac0ce4d100,0.18,0.38925568869565214
4f5d5129948e734aedee5f78f7a57281,0.26,0.29667331739130437
4f87ff3d6c5a8d48b89983fde97618ed,0.3,0.3295473843478261
500f1af1b9d2da34579a6a3814f24942,0.58,0.35232676565217386
50ad6cd7244d0ab75c98cd0beaae99bf,0.03,0.26871390869565215
50dc1b1a9533ebb9064304fc2f4fe42e,0.62,0.42812712391304353
517df067102468af6197827bc1449f1a,0.33,0.4258555517391304
51d27e5d525b159b4ea27400d322ba00,0.31,0.34602156999999995
5232dba71b83171119e6f3d649c52f6d,0.3,0.37935207130434784
523dc74c2b4713eca1f28ea7213a6ec1,0.69,0.6015625008695653
525990f679122fe34048ee30a1e3b33c,0.32,0.3874511717391304
525fbb9071c231060e5c89a2a5468285,0.51,0.40917968782608694
5281f3aebbebdd736ecb0c143c4aac0c,0.22,0.24659264521739133
52e9e6244b83b7d7cbe3dd4dc11070a7,0.24,0.3199250608695652
5349f165d61aba7c482987f1c6f19838,0.29,0.3403532613043478
539b8a68e18972da605b25534a533511,0.22,0.31478218434782607
539cee632a2f396f59fd9aabd8c246b4,0.02,0.398076597826087
53b7c4186b9d57941a2bd900e1b061c4,0.28,0.37176248347826085
544779553fdf00c156ac60d140c915ce,0.42,0.3496836795652174
544b41108b6884766f81cd8ddcf89e37,0.44,0.5000955330434782
547121d00b57972a5f690b470a23eaa8,0.25,0.26703146173913045
548bbfe7244945139d4fb2a25b5e0955,0.02,0.3919624665217391
548fbfa9919cb954b38c7259e8495841,0.43,0.38640030478260873
54b3fcd098cf36945de9d06e24bbeddf,0.31,0.49584961
5512fe590629a6966d38a241179889b1,0.32,0.25585406739130434
5523fb132e770fa737c05438cb81e1d3,0.21,0.2853950839130435
554b19adc114ac107175c2115347136a,0.49,0.5450704791304348
5590c3337c2f9c36a4abadd62699632b,0.27,0.31409752913043476
562c19b150a2ad83c75a22fb81e6513a,0.02,0.49878991217391294
563245cb99f77fa9fa6324225f589364,0.33,0.5083007808695653
56776171def028a2651cca06de049827,0.46,0.29908288043478254
56a32623b2ad4f32612b2bf4b97e87de,0.43,0.4456097143478261
56aa49c5dff52ec575491f23d832d914,0.09,0.33500339565217396
56ffc7b3e96b839b3caeb0c6cab88277,0.48,0.371072522173913
571fc82b2cadea3887252cb72628b5e9,0.47,0.3559994904347827
57270eb48bc462f1ec242f8eab50071e,0.35,0.4043817939130435
589c8e8837e5fd71fccc264870ff23f6,0.41,0.47726307608695656
58b63c25c86a40f2120cf2f8f1237fa2,0.05,0.62111498
58e43b1db3084d2bae09aa8ff65c9480,0.5,0.32805600347826086
5914bcf38eebf4d459896f7419a2f6c5,0.58,0.5935164730434782
592a1c08e55867eed840f459f8b035a0,0.27,0.2693030304347826
59c2b8245c8d8b6149bbe5353e6dd038,0.53,0.31297766695652174
5a1079f986b8d914fce142b1b7ad29a2,0.99,0.6196182952173912
5ae06da78f8133e6861d33471c2e2f0c,0.5,0.4220872913043478
5ae52d0adbe09251fed8cbf83367e0f8,0.31,0.41951851260869566
5b224913c2b8e5114e2144ca6af67788,0.48,0.40772546000000004
5b2298b9e109ef72259f48934a87d9f8,0.5,0.3923339865217391
5b7f7f3d4e9456133982628a6f2ce2e8,0.28,0.3426354452173913
5bcd16a14c59e7e473c2870d7934ba93,0.25,0.2673552147826086
5be7877152b9a1c70d22e05721c8eb39,0.24,0.2560928995652174
5c4da5068fa3c754aebcc30afe4df0e6,0.24,0.2718187417391304
5c92632f868cbaa817676f077979d3be,1.0,0.706627886521739
5cf350700853e43316c7e23bc9ed25be,0.32,0.32794454869565215
5d08e72785dbbc06c31527ddbc3687b7,0.21,0.24834939695652172
5d11374d83e264a43f5cac8f84e36203,0.42,0.4745775299999999
5d320cef403e2470271b7b0913779c4c,0.41,0.2619575834782608
5d4abfe31dd3cab87520300bcea91feb,0.36,0.4208559782608695
5d7c55787d9fb13f1d62f2646de9545c,0.23,0.2992527160869565
5d9f64732624b12a798fe35e40c829cf,0.41,0.4006559943478261
5e0b11aa094a51878163dd9732c66966,0.38,0.5150305704347825
5e488d40b4d052148cc372e4f1cac6c1,0.23,0.21742314869565219
5e86f858cf18930e131b8c5a93fea90d,1.0,0.4591435982608695
5e9710156dcff227545f71000b6e371c,0.02,0.5186183804347825
5ecc4f48286ad088cb43f7255962d917,0.11,0.3830247986956522
5ef4ccc612559c963e9dab89b3d9738e,0.31,0.25912342869565214
5f3a12886a9751727ab78240bd3a5bb6,0.15,0.2820779552173913
5f402149bf9dbd003a32f17dbfa8e15c,0.32,0.30711829217391307
5f505899dced9c64b5fcf6b487f90fc3,0.6,0.566788384347826
5fa9b0b35979bd73ec4190aa901e714c,0.97,0.7566661039130435
602c211f04232cb6fe1198e1f994b439,0.2,0.3282629930434782
609d0c58dc6896647089635918fdfa7b,0.83,0.6655910282608695
60e31d807e3743cdd09130e2cf7c0d50,0.3,0.42841372260869565
614faa31634764c5a29c8a979fd11212,0.46,0.4631453782608695
618db2db434c04ac30f33b3a3da3b88c,0.43,0.42046323173913047
61a8e07509e6cce437ce53763976f5f6,0.37,0.4397821847826088
61b3a96da8281908cc2381d96a0849c2,0.36,0.4804262895652173
6213b651a904d789da0e7fa50317d1cb,0.18,0.36559527782608703
62681561c493f76be77d0abb0b6fea6b,0.5,0.565121858695652
6285b27404f2b2bf3df0ecaecc5c8b89,0.21,0.3973282521739131
6292a6128525bba8d9f2b88e3382abfb,0.39,0.35646654173913045
63c15328ac9a79daa51ca045b260ddaf,0.25,0.30756411217391305
